Trade #,Typ,Datum und Uhrzeit,Signal,Preis USD,Größe (Menge),Größe (Wert),G&V netto USD,G&V netto %,Positive Exkursion USD,Positive Exkursion %,Negative Exkursion USD,Negative Exkursion %,Kumulativer G&V USD,Kumulativer G&V %
1,Short-Ausstieg,2025-03-14 14:33,S178 SL,19547.75,25,9765250,-8625,-0.09,0,0.00,-8625,-0.09,-8625,-8.62
1,Short-Einstieg,2025-03-14 14:33,Short_178,19530.5,25,9765250,-8625,-0.09,0,0.00,-8625,-0.09,-8625,-8.62
2,Short-Ausstieg,2025-03-14 14:33,S178 SL,19547.75,25,9765250,-8625,-0.09,0,0.00,-8625,-0.09,-17250,-17.25
2,Short-Einstieg,2025-03-14 14:33,Short_178,19530.5,25,9765250,-8625,-0.09,0,0.00,-8625,-0.09,-17250,-17.25
3,Short-Ausstieg,2025-03-14 14:36,S254 SL,19574,25,9781375,-5625,-0.06,0,0.00,-5625,-0.06,-22875,-22.87
3,Short-Einstieg,2025-03-14 14:35,Short_254,19562.75,25,9781375,-5625,-0.06,0,0.00,-5625,-0.06,-22875,-22.87
4,Short-Ausstieg,2025-03-14 14:36,S254 SL,19574,25,9781375,-5625,-0.06,0,0.00,-5625,-0.06,-28500,-28.50
4,Short-Einstieg,2025-03-14 14:35,Short_254,19562.75,25,9781375,-5625,-0.06,0,0.00,-5625,-0.06,-28500,-28.50
5,Long-Ausstieg,2025-03-18 14:34,L078 SL,19841.5,18,7146990,-4050,-0.06,12960,0.18,-4050,-0.06,-32550,-32.55
5,Long-Einstieg,2025-03-18 14:31,Long_078,19852.75,18,7146990,-4050,-0.06,12960,0.18,-4050,-0.06,-32550,-32.55
6,Long-Ausstieg,2025-03-18 14:34,L078 SL,19841.5,18,7146990,-4050,-0.06,12960,0.18,-4050,-0.06,-36600,-36.60
6,Long-Einstieg,2025-03-18 14:31,Long_078,19852.75,18,7146990,-4050,-0.06,12960,0.18,-4050,-0.06,-36600,-36.60
7,Long-Ausstieg,2025-03-18 14:35,L140 SL,19805.75,18,7137000,-6930,-0.10,0,0.00,-6930,-0.10,-43530,-43.53
7,Long-Einstieg,2025-03-18 14:35,Long_140,19825,18,7137000,-6930,-0.10,0,0.00,-6930,-0.10,-43530,-43.53
8,Long-Ausstieg,2025-03-18 14:35,L140 SL,19805.75,18,7137000,-6930,-0.10,0,0.00,-6930,-0.10,-50460,-50.46
8,Long-Einstieg,2025-03-18 14:35,Long_140,19825,18,7137000,-6930,-0.10,0,0.00,-6930,-0.10,-50460,-50.46
9,Long-Ausstieg,2025-03-25 15:00,L078 TP1,20424.75,12,4888620,13320,0.27,13320,0.27,-1800,-0.04,-37140,-37.14
9,Long-Einstieg,2025-03-25 14:43,Long_078,20369.25,12,4888620,13320,0.27,13320,0.27,-1800,-0.04,-37140,-37.14
10,Long-Ausstieg,2025-03-25 15:42,L078 TP2,20478.75,12,4888620,26280,0.54,26280,0.54,-1800,-0.04,-10860,-10.86
10,Long-Einstieg,2025-03-25 14:43,Long_078,20369.25,12,4888620,26280,0.54,26280,0.54,-1800,-0.04,-10860,-10.86
11,Long-Ausstieg,2025-03-26 05:01,EOD_CLOSE,20479.25,1,407385,2200,0.54,3350,0.82,-150,-0.04,-8660,-8.66
11,Long-Einstieg,2025-03-25 14:43,Long_078,20369.25,1,407385,2200,0.54,3350,0.82,-150,-0.04,-8660,-8.66
12,Long-Ausstieg,2025-03-28 14:33,L078 SL,19848,23,9135255,-5175,-0.06,11040,0.12,-5175,-0.06,-13835,-13.83
12,Long-Einstieg,2025-03-28 14:31,Long_078,19859.25,23,9135255,-5175,-0.06,11040,0.12,-5175,-0.06,-13835,-13.83
13,Long-Ausstieg,2025-03-28 14:33,L078 SL,19848,23,9135255,-5175,-0.06,11040,0.12,-5175,-0.06,-19010,-19.01
13,Long-Einstieg,2025-03-28 14:31,Long_078,19859.25,23,9135255,-5175,-0.06,11040,0.12,-5175,-0.06,-19010,-19.01
14,Long-Ausstieg,2025-03-28 15:06,L140 SL,19813.75,23,9119500,-5175,-0.06,24840,0.27,-5175,-0.06,-24185,-24.18
14,Long-Einstieg,2025-03-28 15:00,Long_140,19825,23,9119500,-5175,-0.06,24840,0.27,-5175,-0.06,-24185,-24.18
15,Long-Ausstieg,2025-03-28 15:06,L140 SL,19813.75,23,9119500,-5175,-0.06,24840,0.27,-5175,-0.06,-29360,-29.36
15,Long-Einstieg,2025-03-28 15:00,Long_140,19825,23,9119500,-5175,-0.06,24840,0.27,-5175,-0.06,-29360,-29.36
16,Long-Ausstieg,2025-04-01 15:41,L078 TP1,19406.75,17,6578065,20230,0.31,20230,0.31,-3060,-0.05,-9130,-9.13
16,Long-Einstieg,2025-04-01 15:35,Long_078,19347.25,17,6578065,20230,0.31,20230,0.31,-3060,-0.05,-9130,-9.13
17,Long-Ausstieg,2025-04-01 16:07,L078 SL,19345.25,17,6578065,-680,-0.01,39185,0.60,-3060,-0.05,-9810,-9.81
17,Long-Einstieg,2025-04-01 15:35,Long_078,19347.25,17,6578065,-680,-0.01,39185,0.60,-3060,-0.05,-9810,-9.81
18,Long-Ausstieg,2025-04-02 06:01,EOD_CLOSE,19566.25,1,386945,4380,1.13,6995,1.81,-1720,-0.44,-5430,-5.43
18,Long-Einstieg,2025-04-01 15:35,Long_078,19347.25,1,386945,4380,1.13,6995,1.81,-1720,-0.44,-5430,-5.43
19,Short-Ausstieg,2025-04-09 15:39,S178 SL,17375.25,19,6597845,-4750,-0.07,49305,0.75,-4750,-0.07,-10180,-10.18
19,Short-Einstieg,2025-04-09 15:32,Short_178,17362.75,19,6597845,-4750,-0.07,49305,0.75,-4750,-0.07,-10180,-10.18
20,Short-Ausstieg,2025-04-09 15:39,S178 SL,17375.25,19,6597845,-4750,-0.07,49305,0.75,-4750,-0.07,-14930,-14.93
20,Short-Einstieg,2025-04-09 15:32,Short_178,17362.75,19,6597845,-4750,-0.07,49305,0.75,-4750,-0.07,-14930,-14.93
21,Long-Ausstieg,2025-04-11 15:36,L078 TP1,18463.5,21,7708995,45675,0.59,45675,0.59,-1470,-0.02,30745,30.75
21,Long-Einstieg,2025-04-11 15:32,Long_078,18354.75,21,7708995,45675,0.59,45675,0.59,-1470,-0.02,30745,30.75
22,Long-Ausstieg,2025-04-11 15:43,L078 TP2,18563.75,21,7708995,87780,1.14,87780,1.14,-1470,-0.02,118525,118.53
22,Long-Einstieg,2025-04-11 15:32,Long_078,18354.75,21,7708995,87780,1.14,87780,1.14,-1470,-0.02,118525,118.53
23,Long-Ausstieg,2025-04-14 00:01,EOD_CLOSE,19104.5,1,367095,14995,4.08,17905,4.88,-1695,-0.46,133520,133.52
23,Long-Einstieg,2025-04-11 15:32,Long_078,18354.75,1,367095,14995,4.08,17905,4.88,-1695,-0.46,133520,133.52
24,Long-Ausstieg,2025-04-17 15:40,L140 SL,18382.5,58,21338200,-14500,-0.07,44080,0.21,-14500,-0.07,119020,119.02
24,Long-Einstieg,2025-04-17 15:35,Long_140,18395,58,21338200,-14500,-0.07,44080,0.21,-14500,-0.07,119020,119.02
25,Long-Ausstieg,2025-04-17 15:40,L140 SL,18382.5,58,21338200,-14500,-0.07,44080,0.21,-14500,-0.07,104520,104.52
25,Long-Einstieg,2025-04-17 15:35,Long_140,18395,58,21338200,-14500,-0.07,44080,0.21,-14500,-0.07,104520,104.52
26,Long-Ausstieg,2025-04-21 00:01,EOD_CLOSE,18349,1,367900,-920,-0.25,2620,0.71,-3275,-0.89,103600,103.60
26,Long-Einstieg,2025-04-17 15:35,Long_140,18395,1,367900,-920,-0.25,2620,0.71,-3275,-0.89,103600,103.60
27,Long-Ausstieg,2025-05-01 15:31,L140 SL,19921,51,20332935,-13515,-0.07,0,0.00,-13515,-0.07,90085,90.09
27,Long-Einstieg,2025-05-01 15:31,Long_140,19934.25,51,20332935,-13515,-0.07,0,0.00,-13515,-0.07,90085,90.09
28,Long-Ausstieg,2025-05-01 15:31,L140 SL,19921,51,20332935,-13515,-0.07,0,0.00,-13515,-0.07,76570,76.57
28,Long-Einstieg,2025-05-01 15:31,Long_140,19934.25,51,20332935,-13515,-0.07,0,0.00,-13515,-0.07,76570,76.57
29,Long-Ausstieg,2025-05-02 15:36,L078 SL,20041.5,44,17646420,-9900,-0.06,1760,0.01,-9900,-0.06,66670,66.67
29,Long-Einstieg,2025-05-02 15:36,Long_078,20052.75,44,17646420,-9900,-0.06,1760,0.01,-9900,-0.06,66670,66.67
30,Long-Ausstieg,2025-05-02 15:36,L078 SL,20041.5,44,17646420,-9900,-0.06,1760,0.01,-9900,-0.06,56770,56.77
30,Long-Einstieg,2025-05-02 15:36,Long_078,20052.75,44,17646420,-9900,-0.06,1760,0.01,-9900,-0.06,56770,56.77
31,Long-Ausstieg,2025-05-02 15:56,L140 TP1,20098.25,44,17626180,60280,0.34,60280,0.34,-8800,-0.05,117050,117.05
31,Long-Einstieg,2025-05-02 15:52,Long_140,20029.75,44,17626180,60280,0.34,60280,0.34,-8800,-0.05,117050,117.05
32,Long-Ausstieg,2025-05-02 16:16,L140 TP2,20168.75,44,17626180,122320,0.69,122320,0.69,-8800,-0.05,239370,239.37
32,Long-Einstieg,2025-05-02 15:52,Long_140,20029.75,44,17626180,122320,0.69,122320,0.69,-8800,-0.05,239370,239.37
33,Long-Ausstieg,2025-05-08 15:35,L140 SL,20111.25,85,34210375,-21250,-0.06,24650,0.07,-21250,-0.06,218120,218.12
33,Long-Einstieg,2025-05-08 15:32,Long_140,20123.75,85,34210375,-21250,-0.06,24650,0.07,-21250,-0.06,218120,218.12
34,Long-Ausstieg,2025-05-08 15:35,L140 SL,20111.25,85,34210375,-21250,-0.06,24650,0.07,-21250,-0.06,196870,196.87
34,Long-Einstieg,2025-05-08 15:32,Long_140,20123.75,85,34210375,-21250,-0.06,24650,0.07,-21250,-0.06,196870,196.87
35,Short-Ausstieg,2025-05-09 15:44,S178 TP1,20229,74,30000710,61790,0.21,61790,0.21,-13320,-0.04,258660,258.66
35,Short-Einstieg,2025-05-09 15:36,Short_178,20270.75,74,30000710,61790,0.21,61790,0.21,-13320,-0.04,258660,258.66
36,Short-Ausstieg,2025-05-09 16:07,S178 SL,20272.75,74,30000710,-2960,-0.01,97680,0.33,-13320,-0.04,255700,255.70
36,Short-Einstieg,2025-05-09 15:36,Short_178,20270.75,74,30000710,-2960,-0.01,97680,0.33,-13320,-0.04,255700,255.70
37,Short-Ausstieg,2025-05-14 15:34,S178 SL,21380.25,71,30342205,-17750,-0.06,15975,0.05,-17750,-0.06,237950,237.95
37,Short-Einstieg,2025-05-14 15:33,Short_178,21367.75,71,30342205,-17750,-0.06,15975,0.05,-17750,-0.06,237950,237.95
38,Short-Ausstieg,2025-05-14 15:34,S178 SL,21380.25,71,30342205,-17750,-0.06,15975,0.05,-17750,-0.06,220200,220.20
38,Short-Einstieg,2025-05-14 15:33,Short_178,21367.75,71,30342205,-17750,-0.06,15975,0.05,-17750,-0.06,220200,220.20
39,Long-Ausstieg,2025-05-20 18:37,L078 TP1,21453.25,80,34184400,140800,0.41,140800,0.41,-16800,-0.05,361000,361.00
39,Long-Einstieg,2025-05-20 15:47,Long_078,21365.25,80,34184400,140800,0.41,140800,0.41,-16800,-0.05,361000,361.00
40,Long-Ausstieg,2025-05-20 20:28,L078 SL,21363.25,80,34184400,-3200,-0.01,174400,0.51,-16800,-0.05,357800,357.80
40,Long-Einstieg,2025-05-20 15:47,Long_078,21365.25,80,34184400,-3200,-0.01,174400,0.51,-16800,-0.05,357800,357.80
41,Long-Ausstieg,2025-05-27 15:36,L078 SL,21198.25,114,48357660,-25650,-0.05,22800,0.05,-25650,-0.05,332150,332.15
41,Long-Einstieg,2025-05-27 15:35,Long_078,21209.5,114,48357660,-25650,-0.05,22800,0.05,-25650,-0.05,332150,332.15
42,Long-Ausstieg,2025-05-27 15:36,L078 SL,21198.25,114,48357660,-25650,-0.05,22800,0.05,-25650,-0.05,306500,306.50
42,Long-Einstieg,2025-05-27 15:35,Long_078,21209.5,114,48357660,-25650,-0.05,22800,0.05,-25650,-0.05,306500,306.50
43,Long-Ausstieg,2025-05-28 06:01,EOD_CLOSE,21443.25,1,424190,4675,1.10,5580,1.32,-335,-0.08,311175,311.17
43,Long-Einstieg,2025-05-27 15:35,Long_078,21209.5,1,424190,4675,1.10,5580,1.32,-335,-0.08,311175,311.17
44,Short-Ausstieg,2025-05-28 15:39,S178 SL,21542.75,82,35309610,-20500,-0.06,15580,0.04,-20500,-0.06,290675,290.68
44,Short-Einstieg,2025-05-28 15:37,Short_178,21530.25,82,35309610,-20500,-0.06,15580,0.04,-20500,-0.06,290675,290.68
45,Short-Ausstieg,2025-05-28 15:39,S178 SL,21542.75,82,35309610,-20500,-0.06,15580,0.04,-20500,-0.06,270175,270.18
45,Short-Einstieg,2025-05-28 15:37,Short_178,21530.25,82,35309610,-20500,-0.06,15580,0.04,-20500,-0.06,270175,270.18
46,Long-Ausstieg,2025-05-29 15:32,L140 SL,21607.75,92,39781260,-23000,-0.06,0,0.00,-23000,-0.06,247175,247.18
46,Long-Einstieg,2025-05-29 15:31,Long_140,21620.25,92,39781260,-23000,-0.06,0,0.00,-23000,-0.06,247175,247.18
47,Long-Ausstieg,2025-05-29 15:32,L140 SL,21607.75,92,39781260,-23000,-0.06,0,0.00,-23000,-0.06,224175,224.18
47,Long-Einstieg,2025-05-29 15:31,Long_140,21620.25,92,39781260,-23000,-0.06,0,0.00,-23000,-0.06,224175,224.18
48,Long-Ausstieg,2025-05-30 06:01,EOD_CLOSE,21345.25,1,432405,-5500,-1.27,0,0.00,-7035,-1.63,218675,218.68
48,Long-Einstieg,2025-05-29 15:31,Long_140,21620.25,1,432405,-5500,-1.27,0,0.00,-7035,-1.63,218675,218.68
49,Short-Ausstieg,2025-06-03 15:32,S254 TP1,21545.25,79,34107065,65570,0.19,65570,0.19,-14220,-0.04,284245,284.25
49,Short-Einstieg,2025-06-03 15:31,Short_178,21586.75,79,34107065,65570,0.19,65570,0.19,-14220,-0.04,284245,284.25
50,Short-Ausstieg,2025-06-03 15:32,S178 TP1,21537.75,79,34107065,77420,0.23,77420,0.23,-14220,-0.04,361665,361.67
50,Short-Einstieg,2025-06-03 15:31,Short_178,21586.75,79,34107065,77420,0.23,77420,0.23,-14220,-0.04,361665,361.67
51,Short-Ausstieg,2025-06-03 15:47,S178 SL,21588.75,1,431735,-40,-0.01,1540,0.36,-180,-0.04,361625,361.63
51,Short-Einstieg,2025-06-03 15:31,Short_178,21586.75,1,431735,-40,-0.01,1540,0.36,-180,-0.04,361625,361.63
52,Short-Ausstieg,2025-06-03 15:47,S178 SL,21588.75,78,33688200,9750,0.03,132990,0.39,-1170,0.00,371375,371.38
52,Short-Einstieg,2025-06-03 15:31,Short_254,21595,78,33688200,9750,0.03,132990,0.39,-1170,0.00,371375,371.38
53,Short-Ausstieg,2025-06-03 15:48,S254 SL,21597,79,34120100,-3160,-0.01,134695,0.39,-3160,-0.01,368215,368.22
53,Short-Einstieg,2025-06-03 15:31,Short_254,21595,79,34120100,-3160,-0.01,134695,0.39,-3160,-0.01,368215,368.22
54,Short-Ausstieg,2025-06-04 06:01,EOD_CLOSE,21677.25,2,863800,-3290,-0.38,3410,0.39,-6590,-0.76,364925,364.93
54,Short-Einstieg,2025-06-03 15:31,Short_254,21595,2,863800,-3290,-0.38,3410,0.39,-6590,-0.76,364925,364.93
55,Short-Ausstieg,2025-06-06 15:42,S178 SL,21846.25,116,50657200,-26100,-0.05,39440,0.08,-26100,-0.05,338825,338.83
55,Short-Einstieg,2025-06-06 15:40,Short_178,21835,116,50657200,-26100,-0.05,39440,0.08,-26100,-0.05,338825,338.83
56,Short-Ausstieg,2025-06-06 15:42,S178 SL,21846.25,116,50657200,-26100,-0.05,39440,0.08,-26100,-0.05,312725,312.73
56,Short-Einstieg,2025-06-06 15:40,Short_178,21835,116,50657200,-26100,-0.05,39440,0.08,-26100,-0.05,312725,312.73
57,Short-Ausstieg,2025-06-06 16:28,S254 TP1,21796,116,50712880,146160,0.29,146160,0.29,-12180,-0.02,458885,458.89
57,Short-Einstieg,2025-06-06 15:46,Short_254,21859,116,50712880,146160,0.29,146160,0.29,-12180,-0.02,458885,458.89
58,Short-Ausstieg,2025-06-06 17:06,S254 SL,21861,116,50712880,-4640,-0.01,223300,0.44,-12180,-0.02,454245,454.24
58,Short-Einstieg,2025-06-06 15:46,Short_254,21859,116,50712880,-4640,-0.01,223300,0.44,-12180,-0.02,454245,454.24
59,Long-Ausstieg,2025-06-24 15:35,L078 TP1,22306,138,61443810,120750,0.20,120750,0.20,-6210,-0.01,574995,575.00
59,Long-Einstieg,2025-06-24 15:33,Long_078,22262.25,138,61443810,120750,0.20,120750,0.20,-6210,-0.01,574995,575.00
60,Long-Ausstieg,2025-06-24 17:03,L078 TP2,22350,138,61443810,242190,0.39,242190,0.39,-6210,-0.01,817185,817.19
60,Long-Einstieg,2025-06-24 15:33,Long_078,22262.25,138,61443810,242190,0.39,242190,0.39,-6210,-0.01,817185,817.19
61,Long-Ausstieg,2025-06-25 06:01,EOD_CLOSE,22408,1,445245,2915,0.65,3720,0.84,-45,-0.01,820100,820.10
61,Long-Einstieg,2025-06-24 15:33,Long_078,22262.25,1,445245,2915,0.65,3720,0.84,-45,-0.01,820100,820.10
62,Long-Ausstieg,2025-06-27 15:33,L078 TP1,22723,230,104359050,166750,0.16,166750,0.16,-6900,-0.01,986850,986.85
62,Long-Einstieg,2025-06-27 15:32,Long_078,22686.75,230,104359050,166750,0.16,166750,0.16,-6900,-0.01,986850,986.85
63,Long-Ausstieg,2025-06-27 15:56,L078 TP2,22760.5,230,104359050,339250,0.33,339250,0.33,-6900,-0.01,1326100,1326.10
63,Long-Einstieg,2025-06-27 15:32,Long_078,22686.75,230,104359050,339250,0.33,339250,0.33,-6900,-0.01,1326100,1326.10
64,Long-Ausstieg,2025-07-15 15:33,L078 SL,23172.75,356,165070080,-80100,-0.05,62300,0.04,-80100,-0.05,1246000,1246.00
64,Long-Einstieg,2025-07-15 15:32,Long_078,23184,356,165070080,-80100,-0.05,62300,0.04,-80100,-0.05,1246000,1246.00
65,Long-Ausstieg,2025-07-15 15:33,L078 SL,23172.75,356,165070080,-80100,-0.05,62300,0.04,-80100,-0.05,1165900,1165.90
65,Long-Einstieg,2025-07-15 15:32,Long_078,23184,356,165070080,-80100,-0.05,62300,0.04,-80100,-0.05,1165900,1165.90
66,Long-Ausstieg,2025-07-15 15:35,L140 SL,23159.75,1,463680,-485,-0.10,175,0.04,-485,-0.10,1165415,1165.42
66,Long-Einstieg,2025-07-15 15:32,Long_078,23184,1,463680,-485,-0.10,175,0.04,-485,-0.10,1165415,1165.42
67,Long-Ausstieg,2025-07-15 15:35,L140 SL,23159.75,355,164514100,-79875,-0.05,90525,0.06,-79875,-0.05,1085540,1085.54
67,Long-Einstieg,2025-07-15 15:33,Long_140,23171,355,164514100,-79875,-0.05,90525,0.06,-79875,-0.05,1085540,1085.54
68,Long-Ausstieg,2025-07-15 15:35,L140 SL,23159.75,356,164977520,-80100,-0.05,90780,0.06,-80100,-0.05,1005440,1005.44
68,Long-Einstieg,2025-07-15 15:33,Long_140,23171,356,164977520,-80100,-0.05,90780,0.06,-80100,-0.05,1005440,1005.44
69,Long-Ausstieg,2025-07-16 06:01,EOD_CLOSE,23017,2,926840,-6160,-0.66,1100,0.12,-7890,-0.85,999280,999.28
69,Long-Einstieg,2025-07-15 15:33,Long_140,23171,2,926840,-6160,-0.66,1100,0.12,-7890,-0.85,999280,999.28
70,Long-Ausstieg,2025-07-17 15:41,L140 TP1,23109.25,275,126867125,233750,0.18,233750,0.18,-5500,0.00,1233030,1233.03
70,Long-Einstieg,2025-07-17 15:34,Long_140,23066.75,275,126867125,233750,0.18,233750,0.18,-5500,0.00,1233030,1233.03
71,Long-Ausstieg,2025-07-17 15:52,L140 TP2,23151.75,275,126867125,467500,0.37,467500,0.37,-5500,0.00,1700530,1700.53
71,Long-Einstieg,2025-07-17 15:34,Long_140,23066.75,275,126867125,467500,0.37,467500,0.37,-5500,0.00,1700530,1700.53
72,Long-Ausstieg,2025-07-31 15:35,L140 SL,23652.25,450,212982750,-112500,-0.05,204750,0.10,-112500,-0.05,1588030,1588.03
72,Long-Einstieg,2025-07-31 15:31,Long_140,23664.75,450,212982750,-112500,-0.05,204750,0.10,-112500,-0.05,1588030,1588.03
73,Long-Ausstieg,2025-07-31 15:35,L140 SL,23652.25,450,212982750,-112500,-0.05,204750,0.10,-112500,-0.05,1475530,1475.53
73,Long-Einstieg,2025-07-31 15:31,Long_140,23664.75,450,212982750,-112500,-0.05,204750,0.10,-112500,-0.05,1475530,1475.53
